date,city,weather_condition,temperature,humidity
2024-05-17,Delhi,Fog,27,46
2024-05-17,Jaipur,Clear,20,74
2024-05-17,Lucknow,Clear,35,73
2024-05-17,Patna,Storm,25,49
2024-05-17,Indore,Clear,22,63
2024-05-18,Bangalore,Fog,22,75
2024-05-18,Hyderabad,Storm,30,50
2024-05-18,Chennai,Rain,31,92
2024-05-18,Mumbai,Storm,25,67
2024-05-18,Pune,Fog,28,57
2024-05-18,Delhi,Fog,21,47
2024-05-18,Jaipur,Fog,26,81
2024-05-18,Lucknow,Rain,40,92
2024-05-18,Patna,Clear,36,66
2024-05-18,Indore,Storm,24,54
2024-05-19,Bangalore,Fog,34,68
2024-05-19,Hyderabad,Rain,38,67
2024-05-19,Chennai,Fog,30,66
2024-05-19,Mumbai,Rain,26,69
2024-05-19,Pune,Clear,23,57
2024-05-19,Delhi,Clear,40,92
2024-05-19,Jaipur,Clear,40,84
2024-05-19,Lucknow,Storm,24,92
2024-05-19,Patna,Fog,37,44
2024-05-19,Indore,Clear,31,60
2024-05-20,Bangalore,Clear,21,41
2024-05-20,Hyderabad,Rain,35,94
2024-05-20,Chennai,Rain,24,44
2024-05-20,Mumbai,Storm,25,60
2024-05-20,Pune,Fog,26,47
2024-05-20,Delhi,Fog,20,78
2024-05-20,Jaipur,Storm,27,76
2024-05-20,Lucknow,Clear,26,88
2024-05-20,Patna,Fog,36,91
2024-05-20,Indore,Clear,35,50
2024-05-21,Bangalore,Clear,26,47
2024-05-21,Hyderabad,Rain,32,79
2024-05-21,Chennai,Storm,31,85
2024-05-21,Mumbai,Rain,36,89
2024-05-21,Pune,Fog,25,86
2024-05-21,Delhi,Clear,39,81
2024-05-21,Jaipur,Rain,38,86
2024-05-21,Lucknow,Fog,27,62
2024-05-21,Patna,Rain,31,79
2024-05-21,Indore,Storm,26,55
2024-05-22,Bangalore,Rain,25,49
2024-05-22,Hyderabad,Fog,27,84
2024-05-22,Chennai,Rain,36,78
2024-05-22,Mumbai,Rain,20,58
2024-05-22,Pune,Storm,35,84
2024-05-22,Delhi,Rain,31,54
2024-05-22,Jaipur,Rain,27,67
2024-05-22,Lucknow,Fog,22,72
2024-05-22,Patna,Storm,21,70
2024-05-22,Indore,Fog,22,43
2024-05-23,Bangalore,Fog,21,72
2024-05-23,Hyderabad,Rain,32,78
2024-05-23,Chennai,Fog,23,88
2024-05-23,Mumbai,Rain,26,64
2024-05-23,Pune,Clear,23,40
2024-05-23,Delhi,Fog,23,49
2024-05-23,Jaipur,Fog,23,62
2024-05-23,Lucknow,Rain,37,83
2024-05-23,Patna,Rain,22,94
2024-05-23,Indore,Fog,40,67
2024-05-24,Bangalore,Storm,37,95
2024-05-24,Hyderabad,Storm,32,70
2024-05-24,Chennai,Rain,30,68
2024-05-24,Mumbai,Storm,24,49
2024-05-24,Pune,Rain,26,84
2024-05-24,Delhi,Rain,24,50
2024-05-24,Jaipur,Clear,40,46
2024-05-24,Lucknow,Storm,28,49
2024-05-24,Patna,Storm,37,82
2024-05-24,Indore,Rain,40,95
2024-05-25,Bangalore,Rain,25,86
2024-05-25,Hyderabad,Storm,32,43
2024-05-25,Chennai,Fog,25,92
2024-05-25,Mumbai,Storm,26,63
2024-05-25,Pune,Clear,32,55
2024-05-25,Delhi,Fog,27,44
2024-05-25,Jaipur,Clear,37,43
2024-05-25,Lucknow,Storm,32,83
2024-05-25,Patna,Fog,28,46
2024-05-25,Indore,Rain,20,71
2024-05-26,Bangalore,Storm,27,94
2024-05-26,Hyderabad,Storm,23,81
2024-05-26,Chennai,Storm,24,40
2024-05-26,Mumbai,Clear,27,89
2024-05-26,Pune,Fog,25,65
2024-05-26,Delhi,Clear,36,90
2024-05-26,Jaipur,Storm,32,54
2024-05-26,Lucknow,Fog,31,64
2024-05-26,Patna,Clear,30,86
2024-05-26,Indore,Storm,35,42
2024-05-27,Bangalore,Storm,30,56
2024-05-27,Hyderabad,Clear,25,80
2024-05-27,Chennai,Clear,31,45
2024-05-27,Mumbai,Fog,28,44
2024-05-27,Pune,Clear,38,89
2024-05-27,Delhi,Storm,30,67
2024-05-27,Jaipur,Storm,20,76
2024-05-27,Lucknow,Clear,38,86
2024-05-27,Patna,Fog,38,53
2024-05-27,Indore,Storm,34,75
2024-05-28,Bangalore,Fog,31,91
2024-05-28,Hyderabad,Rain,21,70
2024-05-28,Chennai,Clear,24,41
2024-05-28,Mumbai,Storm,25,67
2024-05-28,Pune,Rain,20,44
2024-05-28,Delhi,Fog,23,48
2024-05-28,Jaipur,Clear,24,59
2024-05-28,Lucknow,Clear,26,76
2024-05-28,Patna,Rain,33,79
2024-05-28,Indore,Fog,34,74
2024-05-29,Bangalore,Fog,32,42
2024-05-29,Hyderabad,Fog,26,44
2024-05-29,Chennai,Rain,33,71
2024-05-29,Mumbai,Fog,27,45
2024-05-29,Pune,Rain,24,68
2024-05-29,Delhi,Fog,20,69
2024-05-29,Jaipur,Storm,38,73
2024-05-29,Lucknow,Fog,40,74
2024-05-29,Patna,Fog,31,55
2024-05-29,Indore,Rain,40,83
2024-05-30,Bangalore,Storm,26,47
2024-05-30,Hyderabad,Clear,40,89
2024-05-30,Chennai,Fog,30,59
2024-05-30,Mumbai,Rain,20,72
2024-05-30,Pune,Storm,25,54
2024-05-30,Delhi,Clear,24,42
2024-05-30,Jaipur,Rain,23,77
2024-05-30,Lucknow,Clear,31,93
2024-05-30,Patna,Clear,31,71
2024-05-30,Indore,Fog,28,58
2024-05-31,Bangalore,Fog,29,70
2024-05-31,Hyderabad,Clear,21,40
2024-05-31,Chennai,Rain,33,75
2024-05-31,Mumbai,Fog,32,59
2024-05-31,Pune,Storm,37,82
2024-05-31,Delhi,Fog,35,65
2024-05-31,Jaipur,Storm,38,68
2024-05-31,Lucknow,Fog,29,45
2024-05-31,Patna,Fog,26,64
2024-05-31,Indore,Storm,33,84
2024-06-01,Bangalore,Clear,28,94
2024-06-01,Hyderabad,Storm,21,41
2024-06-01,Chennai,Fog,27,62
2024-06-01,Mumbai,Storm,27,70
2024-06-01,Pune,Rain,21,77
2024-06-01,Delhi,Fog,28,76
2024-06-01,Jaipur,Fog,39,51
2024-06-01,Lucknow,Fog,34,45
2024-06-01,Patna,Clear,40,76
2024-06-01,Indore,Storm,24,76
2024-06-02,Bangalore,Fog,27,60
2024-06-02,Hyderabad,Rain,21,84
2024-06-02,Chennai,Storm,38,69
2024-06-02,Mumbai,Clear,25,63
2024-06-02,Pune,Storm,23,50
2024-06-02,Delhi,Rain,34,66
2024-06-02,Jaipur,Rain,33,59
2024-06-02,Lucknow,Rain,22,94
2024-06-02,Patna,Storm,39,58
2024-06-02,Indore,Storm,39,65
2024-06-03,Bangalore,Storm,29,66
2024-06-03,Hyderabad,Fog,27,59
2024-06-03,Chennai,Storm,28,95
2024-06-03,Mumbai,Storm,27,59
2024-06-03,Pune,Storm,22,90
2024-06-03,Delhi,Storm,39,47
2024-06-03,Jaipur,Fog,38,78
2024-06-03,Lucknow,Rain,39,55
2024-06-03,Patna,Storm,28,77
2024-06-03,Indore,Fog,29,54
2024-06-04,Bangalore,Storm,33,56
2024-06-04,Hyderabad,Clear,36,88
2024-06-04,Chennai,Rain,24,54
2024-06-04,Mumbai,Clear,38,61
2024-06-04,Pune,Fog,24,78
2024-06-04,Delhi,Fog,26,76
2024-06-04,Jaipur,Storm,23,55
2024-06-04,Lucknow,Rain,23,40
2024-06-04,Patna,Fog,24,43
2024-06-04,Indore,Rain,23,95
2024-06-05,Bangalore,Fog,21,70
2024-06-05,Hyderabad,Storm,29,94
2024-06-05,Chennai,Storm,26,58
2024-06-05,Mumbai,Fog,31,61
2024-06-05,Pune,Fog,38,48
2024-06-05,Delhi,Rain,21,55
2024-06-05,Jaipur,Clear,21,59
2024-06-05,Lucknow,Storm,38,67
2024-06-05,Patna,Storm,32,44
2024-06-05,Indore,Rain,39,54
2024-06-06,Bangalore,Clear,20,49
2024-06-06,Hyderabad,Storm,23,48
2024-06-06,Chennai,Clear,26,86
2024-06-06,Mumbai,Fog,30,94
2024-06-06,Pune,Fog,31,73
2024-06-06,Delhi,Fog,26,61
2024-06-06,Jaipur,Storm,40,83
2024-06-06,Lucknow,Fog,20,75
2024-06-06,Patna,Fog,22,76
2024-06-06,Indore,Rain,22,56
2024-06-07,Bangalore,Storm,37,59
2024-06-07,Hyderabad,Rain,28,84
2024-06-07,Chennai,Storm,32,64
2024-06-07,Mumbai,Rain,22,44
2024-06-07,Pune,Rain,37,75
2024-06-07,Delhi,Storm,21,53
2024-06-07,Jaipur,Storm,25,52
2024-06-07,Lucknow,Fog,25,82
2024-06-07,Patna,Rain,21,94
2024-06-07,Indore,Rain,26,59
2024-06-08,Bangalore,Fog,29,51
2024-06-08,Hyderabad,Storm,33,53
2024-06-08,Chennai,Clear,20,59
2024-06-08,Mumbai,Rain,34,85
2024-06-08,Pune,Fog,36,87
2024-06-08,Delhi,Fog,37,93
2024-06-08,Jaipur,Clear,21,75
2024-06-08,Lucknow,Storm,24,76
2024-06-08,Patna,Storm,32,88
2024-06-08,Indore,Clear,24,91
2024-06-09,Bangalore,Clear,40,82
2024-06-09,Hyderabad,Fog,34,58
2024-06-09,Chennai,Clear,34,56
2024-06-09,Mumbai,Rain,21,59
2024-06-09,Pune,Rain,30,43
2024-06-09,Delhi,Rain,27,74
2024-06-09,Jaipur,Storm,21,50
2024-06-09,Lucknow,Rain,37,79
2024-06-09,Patna,Storm,33,65
2024-06-09,Indore,Storm,25,68
2024-06-10,Bangalore,Storm,25,52
2024-06-10,Hyderabad,Rain,24,73
2024-06-10,Chennai,Rain,39,90
2024-06-10,Mumbai,Rain,20,48
2024-06-10,Pune,Clear,24,61
2024-06-10,Delhi,Fog,38,46
2024-06-10,Jaipur,Rain,26,40
2024-06-10,Lucknow,Rain,20,54
2024-06-10,Patna,Rain,28,66
2024-06-10,Indore,Fog,34,44
2024-06-11,Bangalore,Clear,33,90
2024-06-11,Hyderabad,Fog,31,92
2024-06-11,Chennai,Clear,34,94
2024-06-11,Mumbai,Fog,24,89
2024-06-11,Pune,Fog,39,79
2024-06-11,Delhi,Storm,30,55
2024-06-11,Jaipur,Clear,25,57
2024-06-11,Lucknow,Storm,26,43
2024-06-11,Patna,Clear,25,54
2024-06-11,Indore,Storm,35,50
2024-06-12,Bangalore,Rain,20,53
2024-06-12,Hyderabad,Storm,24,42
2024-06-12,Chennai,Rain,37,58
2024-06-12,Mumbai,Fog,22,91
2024-06-12,Pune,Clear,22,69
2024-06-12,Delhi,Rain,25,82
2024-06-12,Jaipur,Rain,29,43
2024-06-12,Lucknow,Storm,21,68
2024-06-12,Patna,Fog,28,82
2024-06-12,Indore,Fog,23,93
2024-06-13,Bangalore,Fog,40,80
2024-06-13,Hyderabad,Fog,30,92
2024-06-13,Chennai,Storm,33,46
2024-06-13,Mumbai,Rain,28,43
2024-06-13,Pune,Fog,31,80
2024-06-13,Delhi,Rain,37,95
2024-06-13,Jaipur,Fog,24,90
2024-06-13,Lucknow,Fog,40,49
2024-06-13,Patna,Storm,36,95
2024-06-13,Indore,Clear,25,49
2024-06-14,Bangalore,Storm,39,42
2024-06-14,Hyderabad,Storm,32,65
2024-06-14,Chennai,Storm,28,72
2024-06-14,Mumbai,Rain,27,71
2024-06-14,Pune,Rain,40,52
2024-06-14,Delhi,Fog,38,89
2024-06-14,Jaipur,Clear,25,46
2024-06-14,Lucknow,Rain,22,45
2024-06-14,Patna,Clear,23,73
2024-06-14,Indore,Fog,36,42
2024-06-15,Bangalore,Rain,31,84
2024-06-15,Hyderabad,Fog,39,43
2024-06-15,Chennai,Clear,34,94
2024-06-15,Mumbai,Clear,35,58
2024-06-15,Pune,Clear,40,54
2024-06-15,Delhi,Rain,31,46
2024-06-15,Jaipur,Storm,31,51
2024-06-15,Lucknow,Storm,23,71
2024-06-15,Patna,Clear,25,51
2024-06-15,Indore,Rain,35,64
2024-06-16,Bangalore,Storm,27,54
2024-06-16,Hyderabad,Fog,25,50
2024-06-16,Chennai,Clear,31,94
2024-06-16,Mumbai,Storm,24,49
2024-06-16,Pune,Clear,32,51
2024-06-16,Delhi,Fog,30,83
2024-06-16,Jaipur,Storm,38,81
2024-06-16,Lucknow,Fog,26,52
2024-06-16,Patna,Clear,37,92
2024-06-16,Indore,Rain,26,58
2024-06-17,Bangalore,Storm,29,68
2024-06-17,Hyderabad,Clear,29,72
2024-06-17,Chennai,Fog,36,78
2024-06-17,Mumbai,Storm,20,57
2024-06-17,Pune,Fog,20,91
2024-06-17,Delhi,Rain,20,95
2024-06-17,Jaipur,Storm,39,83
2024-06-17,Lucknow,Fog,36,83
2024-06-17,Patna,Storm,22,79
2024-06-17,Indore,Storm,26,90
2024-06-18,Bangalore,Fog,35,56
2024-06-18,Hyderabad,Rain,32,67
2024-06-18,Chennai,Rain,25,78
2024-06-18,Mumbai,Storm,33,54
2024-06-18,Pune,Storm,25,68
2024-06-18,Delhi,Fog,35,60
2024-06-18,Jaipur,Rain,25,62
2024-06-18,Lucknow,Rain,20,66
2024-06-18,Patna,Clear,32,62
2024-06-18,Indore,Clear,24,91
2024-06-19,Bangalore,Rain,20,81
2024-06-19,Hyderabad,Storm,38,86
2024-06-19,Chennai,Rain,24,77
2024-06-19,Mumbai,Storm,23,44
2024-06-19,Pune,Storm,33,53
2024-06-19,Delhi,Clear,24,77
2024-06-19,Jaipur,Storm,30,88
2024-06-19,Lucknow,Fog,27,67
2024-06-19,Patna,Rain,34,82
2024-06-19,Indore,Rain,40,66
2024-06-20,Bangalore,Rain,39,86
2024-06-20,Hyderabad,Storm,25,42
2024-06-20,Chennai,Fog,32,44
2024-06-20,Mumbai,Storm,28,79
2024-06-20,Pune,Clear,40,82
2024-06-20,Delhi,Storm,23,52
2024-06-20,Jaipur,Rain,23,54
2024-06-20,Lucknow,Clear,21,57
2024-06-20,Patna,Rain,25,44
2024-06-20,Indore,Clear,25,94
2024-06-21,Bangalore,Rain,23,93
2024-06-21,Hyderabad,Rain,22,63
2024-06-21,Chennai,Storm,36,82
2024-06-21,Mumbai,Clear,31,74
2024-06-21,Pune,Rain,33,74
2024-06-21,Delhi,Fog,37,71
2024-06-21,Jaipur,Fog,29,40
2024-06-21,Lucknow,Clear,38,47
2024-06-21,Patna,Storm,28,75
2024-06-21,Indore,Clear,32,59
2024-06-22,Bangalore,Storm,24,93
2024-06-22,Hyderabad,Clear,21,90
2024-06-22,Chennai,Fog,25,76
2024-06-22,Mumbai,Fog,34,80
2024-06-22,Pune,Fog,27,93
2024-06-22,Delhi,Storm,36,60
2024-06-22,Jaipur,Fog,40,65
2024-06-22,Lucknow,Storm,32,87
2024-06-22,Patna,Storm,23,78
2024-06-22,Indore,Fog,24,53
2024-06-23,Bangalore,Storm,25,47
2024-06-23,Hyderabad,Rain,33,91
2024-06-23,Chennai,Rain,25,44
2024-06-23,Mumbai,Rain,25,41
2024-06-23,Pune,Storm,22,42
2024-06-23,Delhi,Storm,25,79
2024-06-23,Jaipur,Storm,37,53
2024-06-23,Lucknow,Clear,29,86
2024-06-23,Patna,Fog,36,76
2024-06-23,Indore,Clear,22,70
2024-06-24,Bangalore,Fog,24,92
2024-06-24,Hyderabad,Fog,38,79
2024-06-24,Chennai,Storm,38,84
2024-06-24,Mumbai,Clear,40,50
2024-06-24,Pune,Rain,23,87
2024-06-24,Delhi,Clear,21,54
2024-06-24,Jaipur,Fog,33,66
2024-06-24,Lucknow,Clear,25,85
2024-06-24,Patna,Clear,21,40
2024-06-24,Indore,Storm,26,87
2024-06-25,Bangalore,Rain,37,61
2024-06-25,Hyderabad,Rain,37,65
2024-06-25,Chennai,Rain,23,40
2024-06-25,Mumbai,Storm,40,42
2024-06-25,Pune,Storm,25,57
2024-06-25,Delhi,Rain,36,55
2024-06-25,Jaipur,Clear,31,75
2024-06-25,Lucknow,Rain,33,93
2024-06-25,Patna,Rain,38,89
2024-06-25,Indore,Clear,21,68
2024-06-26,Bangalore,Fog,37,84
2024-06-26,Hyderabad,Fog,25,92
2024-06-26,Chennai,Fog,33,55
2024-06-26,Mumbai,Rain,25,94
2024-06-26,Pune,Rain,36,79
2024-06-26,Delhi,Fog,26,53
2024-06-26,Jaipur,Fog,33,87
2024-06-26,Lucknow,Clear,36,61
2024-06-26,Patna,Clear,40,74
2024-06-26,Indore,Fog,25,65
2024-06-27,Bangalore,Fog,23,55
2024-06-27,Hyderabad,Fog,37,59
2024-06-27,Chennai,Clear,20,44
2024-06-27,Mumbai,Rain,24,82
2024-06-27,Pune,Rain,26,54
2024-06-27,Delhi,Rain,23,83
2024-06-27,Jaipur,Rain,31,51
2024-06-27,Lucknow,Fog,39,86
2024-06-27,Patna,Clear,36,70
2024-06-27,Indore,Storm,20,65
2024-06-28,Bangalore,Fog,35,64
2024-06-28,Hyderabad,Clear,40,42
2024-06-28,Chennai,Fog,40,86
2024-06-28,Mumbai,Storm,38,50
2024-06-28,Pune,Clear,40,74
2024-06-28,Delhi,Clear,40,92
2024-06-28,Jaipur,Storm,27,89
2024-06-28,Lucknow,Clear,39,48
2024-06-28,Patna,Fog,39,68
2024-06-28,Indore,Fog,23,69
2024-06-29,Bangalore,Clear,31,77
2024-06-29,Hyderabad,Fog,38,94
2024-06-29,Chennai,Rain,37,84
2024-06-29,Mumbai,Storm,31,82
2024-06-29,Pune,Fog,25,87
2024-06-29,Delhi,Clear,24,84
2024-06-29,Jaipur,Fog,32,63
2024-06-29,Lucknow,Fog,37,64
2024-06-29,Patna,Rain,39,95
2024-06-29,Indore,Storm,38,93
2024-06-30,Bangalore,Clear,24,60
2024-06-30,Hyderabad,Fog,26,59
2024-06-30,Chennai,Rain,30,60
2024-06-30,Mumbai,Rain,39,57
2024-06-30,Pune,Fog,40,80
2024-06-30,Delhi,Clear,34,87
2024-06-30,Jaipur,Storm,24,77
2024-06-30,Lucknow,Clear,34,57
2024-06-30,Patna,Fog,24,88
2024-06-30,Indore,Fog,33,77
2024-07-01,Bangalore,Storm,22,88
2024-07-01,Hyderabad,Fog,38,79
2024-07-01,Chennai,Fog,35,41
2024-07-01,Mumbai,Clear,37,90
2024-07-01,Pune,Fog,29,83
2024-07-01,Delhi,Fog,28,75
2024-07-01,Jaipur,Storm,39,94
2024-07-01,Lucknow,Storm,32,57
2024-07-01,Patna,Clear,36,52
2024-07-01,Indore,Storm,23,66
2024-07-02,Bangalore,Fog,27,58
2024-07-02,Hyderabad,Fog,36,80
2024-07-02,Chennai,Storm,26,65
2024-07-02,Mumbai,Clear,32,58
2024-07-02,Pune,Clear,28,58
2024-07-02,Delhi,Storm,20,90
2024-07-02,Jaipur,Rain,40,72
2024-07-02,Lucknow,Fog,20,60
2024-07-02,Patna,Rain,23,93
2024-07-02,Indore,Clear,25,65
2024-07-03,Bangalore,Rain,34,42
2024-07-03,Hyderabad,Fog,32,58
2024-07-03,Chennai,Clear,20,93
2024-07-03,Mumbai,Rain,28,74
2024-07-03,Pune,Storm,31,73
2024-07-03,Delhi,Clear,27,40
2024-07-03,Jaipur,Rain,21,61
2024-07-03,Lucknow,Fog,29,82
2024-07-03,Patna,Rain,39,78
2024-07-03,Indore,Fog,28,93
2024-07-04,Bangalore,Clear,37,62
2024-07-04,Hyderabad,Fog,27,40
2024-07-04,Chennai,Rain,34,90
2024-07-04,Mumbai,Storm,20,43
2024-07-04,Pune,Clear,26,42
2024-07-04,Delhi,Storm,32,88
2024-07-04,Jaipur,Fog,23,77
2024-07-04,Lucknow,Storm,40,53
2024-07-04,Patna,Clear,31,64
2024-07-04,Indore,Storm,23,75
2024-07-05,Bangalore,Storm,38,52
2024-07-05,Hyderabad,Fog,37,82
2024-07-05,Chennai,Storm,33,68
2024-07-05,Mumbai,Clear,36,88
2024-07-05,Pune,Fog,20,81
2024-07-05,Delhi,Clear,36,70
2024-07-05,Jaipur,Rain,33,81
2024-07-05,Lucknow,Clear,20,47
2024-07-05,Patna,Rain,33,63
2024-07-05,Indore,Clear,21,54
2024-07-06,Bangalore,Storm,29,59
2024-07-06,Hyderabad,Storm,24,78
2024-07-06,Chennai,Clear,32,70
2024-07-06,Mumbai,Storm,30,67
2024-07-06,Pune,Fog,31,50
2024-07-06,Delhi,Storm,21,64
2024-07-06,Jaipur,Rain,24,47
2024-07-06,Lucknow,Storm,31,79
2024-07-06,Patna,Fog,35,48
2024-07-06,Indore,Storm,33,89
2024-07-07,Bangalore,Rain,25,94
2024-07-07,Hyderabad,Rain,23,78
2024-07-07,Chennai,Clear,30,55
2024-07-07,Mumbai,Rain,40,81
2024-07-07,Pune,Storm,34,90
2024-07-07,Delhi,Clear,28,71
2024-07-07,Jaipur,Storm,35,64
2024-07-07,Lucknow,Storm,37,58
2024-07-07,Patna,Storm,31,78
2024-07-07,Indore,Rain,39,67
2024-07-08,Bangalore,Storm,25,46
2024-07-08,Hyderabad,Rain,37,54
2024-07-08,Chennai,Storm,20,71
2024-07-08,Mumbai,Clear,24,58
2024-07-08,Pune,Storm,31,53
2024-07-08,Delhi,Clear,25,84
2024-07-08,Jaipur,Clear,20,87
2024-07-08,Lucknow,Rain,32,48
2024-07-08,Patna,Rain,22,95
2024-07-08,Indore,Clear,35,55
2024-07-09,Bangalore,Rain,40,69
2024-07-09,Hyderabad,Fog,25,67
2024-07-09,Chennai,Storm,37,81
2024-07-09,Mumbai,Rain,39,62
2024-07-09,Pune,Storm,30,75
2024-07-09,Delhi,Storm,25,51
2024-07-09,Jaipur,Storm,25,83
2024-07-09,Lucknow,Storm,24,85
2024-07-09,Patna,Storm,23,65
2024-07-09,Indore,Clear,36,60
2024-07-10,Bangalore,Fog,31,79
2024-07-10,Hyderabad,Clear,34,44
2024-07-10,Chennai,Clear,30,43
2024-07-10,Mumbai,Clear,31,59
2024-07-10,Pune,Clear,28,68
2024-07-10,Delhi,Fog,29,57
2024-07-10,Jaipur,Fog,27,88
2024-07-10,Lucknow,Storm,40,53
2024-07-10,Patna,Storm,24,59
2024-07-10,Indore,Fog,36,86
2024-07-11,Bangalore,Storm,23,93
2024-07-11,Hyderabad,Fog,23,62
2024-07-11,Chennai,Storm,38,69
2024-07-11,Mumbai,Rain,28,58
2024-07-11,Pune,Rain,21,61
2024-07-11,Delhi,Rain,35,72
2024-07-11,Jaipur,Clear,27,52
2024-07-11,Lucknow,Clear,36,53
2024-07-11,Patna,Fog,22,95
2024-07-11,Indore,Clear,26,55
2024-07-12,Bangalore,Rain,33,42
2024-07-12,Hyderabad,Fog,36,74
2024-07-12,Chennai,Rain,37,44
2024-07-12,Mumbai,Storm,25,70
2024-07-12,Pune,Fog,26,40
2024-07-12,Delhi,Storm,37,67
2024-07-12,Jaipur,Rain,30,83
2024-07-12,Lucknow,Clear,30,51
2024-07-12,Patna,Clear,34,84
2024-07-12,Indore,Storm,33,60
2024-07-13,Bangalore,Rain,30,86
2024-07-13,Hyderabad,Rain,35,91
2024-07-13,Chennai,Clear,23,72
2024-07-13,Mumbai,Clear,31,67
2024-07-13,Pune,Fog,26,58
2024-07-13,Delhi,Storm,32,71
2024-07-13,Jaipur,Clear,35,68
2024-07-13,Lucknow,Fog,25,77
2024-07-13,Patna,Fog,38,44
2024-07-13,Indore,Storm,27,53
2024-07-14,Bangalore,Fog,24,77
2024-07-14,Hyderabad,Storm,32,80
2024-07-14,Chennai,Fog,28,61
2024-07-14,Mumbai,Clear,39,77
2024-07-14,Pune,Clear,21,47
2024-07-14,Delhi,Clear,37,78
2024-07-14,Jaipur,Storm,35,54
2024-07-14,Lucknow,Clear,37,54
2024-07-14,Patna,Storm,25,46
2024-07-14,Indore,Clear,37,78
2024-07-15,Bangalore,Fog,36,58
2024-07-15,Hyderabad,Storm,25,81
2024-07-15,Chennai,Storm,32,57
2024-07-15,Mumbai,Storm,39,88
2024-07-15,Pune,Fog,38,63
2024-07-15,Delhi,Fog,25,75
2024-07-15,Jaipur,Storm,35,61
2024-07-15,Lucknow,Storm,36,48
2024-07-15,Patna,Clear,38,43
2024-07-15,Indore,Rain,24,44
2024-07-16,Bangalore,Fog,38,69
2024-07-16,Hyderabad,Clear,24,59
2024-07-16,Chennai,Rain,40,78
2024-07-16,Mumbai,Fog,22,69
2024-07-16,Pune,Clear,30,88
2024-07-16,Delhi,Storm,28,61
2024-07-16,Jaipur,Clear,28,90
2024-07-16,Lucknow,Rain,33,71
2024-07-16,Patna,Rain,36,65
2024-07-16,Indore,Clear,22,51
2024-07-17,Bangalore,Rain,40,41
2024-07-17,Hyderabad,Rain,36,72
2024-07-17,Chennai,Storm,33,94
2024-07-17,Mumbai,Clear,22,76
2024-07-17,Pune,Rain,39,71
2024-07-17,Delhi,Clear,28,61
2024-07-17,Jaipur,Clear,20,87
2024-07-17,Lucknow,Rain,23,68
2024-07-17,Patna,Fog,38,43
2024-07-17,Indore,Storm,30,49
2024-07-18,Bangalore,Fog,33,77
2024-07-18,Hyderabad,Rain,27,92
2024-07-18,Chennai,Storm,22,80
2024-07-18,Mumbai,Storm,36,74
2024-07-18,Pune,Clear,34,87
2024-07-18,Delhi,Clear,30,52
2024-07-18,Jaipur,Rain,32,41
2024-07-18,Lucknow,Clear,23,76
2024-07-18,Patna,Rain,38,45
2024-07-18,Indore,Clear,27,94
2024-07-19,Bangalore,Rain,38,70
2024-07-19,Hyderabad,Storm,24,81
2024-07-19,Chennai,Storm,31,47
2024-07-19,Mumbai,Rain,33,42
2024-07-19,Pune,Clear,36,60
2024-07-19,Delhi,Clear,36,85
2024-07-19,Jaipur,Clear,21,58
2024-07-19,Lucknow,Storm,21,48
2024-07-19,Patna,Storm,26,85
2024-07-19,Indore,Fog,26,65
2024-07-20,Bangalore,Clear,30,84
2024-07-20,Hyderabad,Fog,26,64
2024-07-20,Chennai,Fog,24,68
2024-07-20,Mumbai,Clear,26,84
2024-07-20,Pune,Storm,36,86
2024-07-20,Delhi,Fog,38,55
2024-07-20,Jaipur,Rain,31,55
2024-07-20,Lucknow,Clear,20,80
2024-07-20,Patna,Storm,37,60
2024-07-20,Indore,Fog,22,63
2024-07-21,Bangalore,Storm,34,82
2024-07-21,Hyderabad,Rain,22,81
2024-07-21,Chennai,Storm,32,92
2024-07-21,Mumbai,Fog,27,77
2024-07-21,Pune,Fog,38,51
2024-07-21,Delhi,Storm,31,90
2024-07-21,Jaipur,Clear,23,64
2024-07-21,Lucknow,Storm,27,65
2024-07-21,Patna,Clear,24,93
2024-07-21,Indore,Rain,35,71
2024-07-22,Bangalore,Rain,34,41
2024-07-22,Hyderabad,Rain,37,78
2024-07-22,Chennai,Fog,40,64
2024-07-22,Mumbai,Fog,20,61
2024-07-22,Pune,Rain,29,51
2024-07-22,Delhi,Clear,32,91
2024-07-22,Jaipur,Storm,28,44
2024-07-22,Lucknow,Fog,22,42
2024-07-22,Patna,Clear,39,84
2024-07-22,Indore,Fog,30,80
2024-07-23,Bangalore,Rain,30,74
2024-07-23,Hyderabad,Storm,33,93
2024-07-23,Chennai,Storm,21,63
2024-07-23,Mumbai,Clear,21,52
2024-07-23,Pune,Clear,24,71
2024-07-23,Delhi,Rain,20,56
2024-07-23,Jaipur,Rain,35,66
2024-07-23,Lucknow,Rain,33,48
2024-07-23,Patna,Clear,28,80
2024-07-23,Indore,Storm,28,69
2024-07-24,Bangalore,Clear,36,88
2024-07-24,Hyderabad,Rain,38,60
2024-07-24,Chennai,Rain,20,76
2024-07-24,Mumbai,Fog,38,91
2024-07-24,Pune,Clear,33,71
2024-07-24,Delhi,Fog,28,84
2024-07-24,Jaipur,Clear,38,51
2024-07-24,Lucknow,Rain,36,74
2024-07-24,Patna,Storm,39,72
2024-07-24,Indore,Fog,28,95
2024-07-25,Bangalore,Storm,31,47
2024-07-25,Hyderabad,Rain,30,74
2024-07-25,Chennai,Fog,24,94
